open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1754006400000,0.0107717,0.0107827,0.0107516,0.0107598,245905882,1754006699999,2647868.9757281,11540,127837797,1376672.1063008,0
1754006700000,0.0107599,0.0107878,0.0107509,0.0107509,221108954,1754006999999,2382122.2808643,7938,89037489,959275.5994852,0
1754007000000,0.0107509,0.0107599,0.0106100,0.0106549,1242026723,1754007299999,13244016.8145877,34296,489443895,5219672.6966433,0
1754007300000,0.0106550,0.0107879,0.0106503,0.0107864,760126131,1754007599999,8149358.6285779,21719,426352315,4572608.4435598,0
1754007600000,0.0107865,0.0108110,0.0107600,0.0107765,643061326,1754007899999,6939164.8420733,16609,402410506,4343336.4231215,0
1754007900000,0.0107765,0.0107772,0.0106921,0.0107316,500368710,1754008199999,5364678.4887412,13765,323076051,3463636.0444483,0
1754008200000,0.0107310,0.0107410,0.0106777,0.0106838,280251443,1754008499999,3000703.7847267,11019,135417831,1450013.0209679,0
1754008500000,0.0106839,0.0107372,0.0106596,0.0107363,465999146,1754008799999,4980418.4315270,13946,197112128,2108470.4981092,0
1754008800000,0.0107364,0.0107383,0.0106427,0.0106690,365806300,1754009099999,3908792.1744097,13336,186517958,1991927.4117955,0
1754009100000,0.0106697,0.0106755,0.0105529,0.0105732,1387653680,1754009399999,14706206.3640839,40903,511828036,5424883.9251772,0
1754009400000,0.0105733,0.0105923,0.0104124,0.0105816,4330384126,1754009699999,45478655.3461832,94373,1925263349,20222216.1557082,0
1754009700000,0.0105825,0.0107113,0.0105815,0.0106873,1208917222,1754009999999,12862697.1675340,41786,583709432,6211789.7003081,0
1754010000000,0.0106872,0.0107383,0.0106535,0.0106702,708758399,1754010299999,7579295.6977924,25355,343102337,3669941.5374492,0
1754010300000,0.0106706,0.0106774,0.0105928,0.0106290,659510079,1754010599999,7012542.5055643,20662,318286398,3384817.8774032,0
1754010600000,0.0106285,0.0106447,0.0105563,0.0105744,435087222,1754010899999,4611633.4423992,19184,217060759,2301293.1351374,0
1754010900000,0.0105747,0.0106319,0.0105301,0.0105742,621573132,1754011199999,6575913.4935996,25972,350272864,3707242.6993626,0
1754011200000,0.0105742,0.0106523,0.0105698,0.0106450,459410484,1754011499999,4875501.3575733,19324,254293103,2698540.4346191,0
1754011500000,0.0106449,0.0106635,0.0106187,0.0106262,405439892,1754011799999,4315005.5871809,16368,186529209,1985144.7244420,0
1754011800000,0.0106267,0.0106420,0.0105847,0.0106331,262425767,1754012099999,2786733.3919847,10789,131917286,1401001.9286360,0
1754012100000,0.0106337,0.0107183,0.0106293,0.0106651,390836539,1754012399999,4177461.9256916,18967,205202132,2193541.2184323,0
