open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1764547200000,133.3700,133.6600,132.3500,133.1600,399027.72,1764547499999,53108995.513400,41658,161521.21,21505198.125000,0
1764547500000,133.1600,133.1900,130.5600,131.4200,988795.24,1764547799999,130215663.565480,90530,459747.59,60546652.569000,0
1764547800000,131.4100,131.9200,130.5200,130.7900,512845.65,1764548099999,67250290.488300,58882,240289.64,31520437.142100,0
1764548100000,130.7900,131.3200,130.3000,130.3800,390869.85,1764548399999,51100564.587200,44980,181970.60,23791741.726000,0
1764548400000,130.3800,130.7400,129.3000,130.1400,539774.98,1764548699999,70138907.057900,53972,211032.72,27434716.332900,0
1764548700000,130.1400,130.6500,129.7500,129.8600,228754.75,1764548999999,29780938.458300,25924,94105.14,12250582.592100,0
1764549000000,129.8700,130.2100,128.6300,129.3400,508188.07,1764549299999,65666452.363200,54641,216557.37,27986928.219800,0
1764549300000,129.3400,129.5700,128.5000,128.9700,349437.95,1764549599999,45091741.056700,42620,163129.79,21054893.006200,0
1764549600000,128.9700,129.6200,128.5800,128.6100,205155.14,1764549899999,26491589.037600,28904,103297.63,13341422.066600,0
1764549900000,128.6000,128.8100,128.0700,128.5400,239276.86,1764550199999,30746999.701100,31750,115618.19,14859482.540300,0
1764550200000,128.5400,128.6400,127.6100,127.7600,286950.91,1764550499999,36740545.466500,32238,113577.77,14544605.396400,0
1764550500000,127.7500,128.2900,127.4000,127.4900,249841.19,1764550799999,31919783.316400,28420,108487.48,13863418.403400,0
1764550800000,127.4800,128.6500,127.3700,128.3700,281970.93,1764551099999,36115893.569500,34979,156276.66,20021127.935100,0
1764551100000,128.3700,129.2500,128.2700,128.5600,283197.30,1764551399999,36470832.331800,27923,139733.19,17994156.962400,0
1764551400000,128.5600,128.7900,128.1200,128.3100,149496.52,1764551699999,19200586.037200,20644,81749.04,10498568.862000,0
1764551700000,128.3100,128.8900,128.2400,128.5000,138075.35,1764551999999,17759021.851000,20803,79680.56,10248159.749600,0
1764552000000,128.4900,128.7900,128.1200,128.1500,108495.10,1764552299999,13945393.787900,15543,50779.79,6528786.967600,0
1764552300000,128.1500,128.4500,127.9600,128.0200,116990.22,1764552599999,14995907.183100,15382,54115.81,6937933.772000,0
1764552600000,128.0300,128.3900,127.9000,128.0500,124940.95,1764552899999,16010156.405200,17812,59762.76,7659761.048900,0
1764552900000,128.0500,128.6400,127.9900,128.0800,98747.41,1764553199999,12679462.630200,15780,59965.98,7699857.938200,0
1764553200000,128.0800,128.4700,127.9300,128.1800,58501.07,1764553499999,7499334.885500,12845,30294.88,3883438.678100,0
1764553500000,128.1700,128.2900,127.9500,127.9700,55044.79,1764553799999,7051927.832600,12810,26286.65,3367957.648200,0
1764553800000,127.9700,128.0900,127.7400,127.8100,70783.39,1764554099999,9053368.290600,12216,31891.89,4079501.033700,0
1764554100000,127.8000,128.1300,127.6600,127.8700,71214.54,1764554399999,9108534.495300,11712,41132.49,5261984.902400,0
1764554400000,127.8600,128.3600,127.7000,128.2600,132028.68,1764554699999,16899401.510800,17210,77947.73,9980343.051400,0
1764554700000,128.2500,128.5400,127.9400,128.0800,115489.21,1764554999999,14811396.609200,15011,62525.44,8018938.249900,0
1764555000000,128.0700,128.5700,127.9300,128.2000,73675.31,1764555299999,9457386.118300,12073,39053.60,5014087.310900,0
1764555300000,128.2000,128.4000,128.1000,128.1100,54689.78,1764555599999,7014384.122200,10221,24049.92,3084472.371400,0
1764555600000,128.1100,128.1400,127.8500,127.8600,73860.14,1764555899999,9454341.522600,10190,36167.20,4629496.639700,0
1764555900000,127.8500,128.0800,127.8000,127.8000,38532.89,1764556199999,4931272.543500,7406,14628.59,1872221.689100,0
