open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1735689600000,0.0199604,0.0201042,0.0199436,0.0200037,493823228,1735689899999,9892321.5815876,26027,244536380,4900058.8157030,0
1735689900000,0.0200037,0.0201426,0.0199820,0.0201130,349807194,1735690199999,7020794.8191514,15894,233850288,4693314.6541967,0
1735690200000,0.0201130,0.0202276,0.0201073,0.0202149,449885505,1735690499999,9076069.8765787,22781,313001443,6315149.3488124,0
1735690500000,0.0202149,0.0203562,0.0201949,0.0202766,605563677,1735690799999,12281834.8993935,27071,387898496,7867987.4725648,0
1735690800000,0.0202760,0.0203330,0.0201777,0.0202578,386320769,1735691099999,7829262.4271666,17042,154199073,3125464.3663587,0
1735691100000,0.0202578,0.0203589,0.0202409,0.0203335,301651897,1735691399999,6119933.0990438,12513,123034905,2497046.4812156,0
1735691400000,0.0203336,0.0205787,0.0203313,0.0205744,751012251,1735691699999,15371885.7855545,33539,484544205,9918031.7615577,0
1735691700000,0.0205743,0.0205743,0.0204475,0.0204553,443069116,1735691999999,9083331.4912185,19049,181676771,3723615.3005733,0
1735692000000,0.0204554,0.0204943,0.0204015,0.0204787,325057866,1735692299999,6645957.5033729,16338,185942049,3802446.1613056,0
1735692300000,0.0204788,0.0205797,0.0204701,0.0205642,293681718,1735692599999,6027531.2113819,16580,190335156,3906470.9841909,0
1735692600000,0.0205642,0.0207546,0.0205543,0.0206720,676337943,1735692899999,13982706.7190218,31433,426576683,8820321.4731777,0
1735692900000,0.0206721,0.0206746,0.0205678,0.0205961,497270327,1735693199999,10255119.2027428,17593,160991916,3322383.0387380,0
1735693200000,0.0205961,0.0207086,0.0205576,0.0206911,357633613,1735693499999,7377642.2152044,18171,204908444,4229309.2871796,0
1735693500000,0.0206889,0.0206958,0.0205777,0.0206282,258161941,1735693799999,5326126.8953712,12596,97059828,2001160.6871616,0
1735693800000,0.0206282,0.0206636,0.0205804,0.0205841,135238783,1735694099999,2788652.0212768,9594,53169529,1096557.5677360,0
1735694100000,0.0205834,0.0205962,0.0205023,0.0205228,308077957,1735694399999,6324515.0290151,14891,105923234,2174390.7730573,0
1735694400000,0.0205229,0.0205535,0.0204257,0.0204968,383028283,1735694699999,7843983.7159373,16056,113833598,2331561.6392521,0
1735694700000,0.0204969,0.0205253,0.0204484,0.0204601,131514689,1735694999999,2693762.5954344,8139,52866110,1082926.0607809,0
1735695000000,0.0204601,0.0205596,0.0204394,0.0205302,178949849,1735695299999,3670360.6447800,11786,95042422,1950015.1125978,0
1735695300000,0.0205301,0.0205830,0.0205278,0.0205308,116437812,1735695599999,2393652.9588501,7154,54472421,1119715.8292238,0
1735695600000,0.0205308,0.0205706,0.0204689,0.0204879,139190057,1735695899999,2855867.9290649,8959,60010436,1231737.9613592,0
1735695900000,0.0204879,0.0205179,0.0204265,0.0205134,132569631,1735696199999,2714364.1112660,8884,61536555,1260528.0635005,0
1735696200000,0.0205134,0.0205172,0.0203779,0.0204030,251186215,1735696499999,5130412.9910003,13391,69564879,1421081.0898609,0
1735696500000,0.0204031,0.0204300,0.0203581,0.0204300,167189048,1735696799999,3410752.4218367,9169,68406519,1395698.2078938,0
