open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1759276800000,113988.70,114166.80,113988.70,114166.80,713.415,1759277099999,81399231.40250,11532,455.092,51921822.36390,0
1759277100000,114166.80,114246.00,114126.30,114187.90,677.590,1759277399999,77370062.63290,9349,333.165,38042042.85650,0
1759277400000,114187.90,114187.90,114077.40,114098.10,240.595,1759277699999,27459199.55940,5166,71.558,8167375.46990,0
1759277700000,114098.00,114123.10,114041.40,114097.00,244.706,1759277999999,27916188.18920,6084,121.584,13870083.14500,0
1759278000000,114097.10,114122.80,113899.70,113931.10,453.366,1759278299999,51680783.29580,9899,95.379,10872041.83030,0
1759278300000,113931.10,113989.20,113899.40,113960.60,281.261,1759278599999,32049450.28040,7265,146.051,16641823.49670,0
1759278600000,113960.70,114172.10,113923.70,114160.30,243.273,1759278899999,27748333.67240,7952,136.945,15620144.13170,0
1759278900000,114160.40,114178.10,114019.00,114043.60,201.597,1759279199999,22998205.08620,7263,101.062,11528974.90210,0
1759279200000,114043.60,114043.60,113906.40,113913.20,148.654,1759279499999,16940388.34070,4565,35.727,4071597.85600,0
1759279500000,113913.20,113995.00,113913.20,113975.50,162.617,1759279799999,18531566.69060,5559,75.330,8584017.49420,0
1759279800000,113975.40,114182.40,113975.40,114176.50,212.895,1759280099999,24284412.74650,6777,153.784,17542218.79930,0
1759280100000,114176.60,114198.00,114128.50,114181.10,193.163,1759280399999,22053315.73480,6246,108.368,12372190.32490,0
1759280400000,114181.00,114194.40,114083.30,114193.50,150.103,1759280699999,17133333.32330,5658,64.960,7414574.99720,0
1759280700000,114193.50,114283.70,114193.40,114242.90,326.586,1759280999999,37310933.72700,6908,161.994,18506258.37740,0
1759281000000,114242.90,114347.10,114242.80,114283.30,375.638,1759281299999,42928311.76800,7134,227.967,26050953.00050,0
1759281300000,114283.30,114373.00,114168.00,114203.30,642.952,1759281599999,73486594.53880,11152,279.289,31921553.52180,0
1759281600000,114203.30,114254.00,114138.50,114253.90,247.505,1759281899999,28265065.07300,7670,136.898,15633294.39060,0
1759281900000,114253.80,114331.50,114220.40,114315.70,243.801,1759282199999,27865191.75230,6006,91.447,10450836.40590,0
1759282200000,114315.70,114315.70,114159.10,114166.20,149.507,1759282499999,17077160.92810,4230,38.482,4394975.76840,0
1759282500000,114166.20,114333.20,114159.10,114333.20,219.404,1759282799999,25070851.78780,7012,145.512,16628107.17540,0
1759282800000,114333.20,114440.00,114333.20,114345.40,537.214,1759283099999,61447433.97530,9613,186.790,21364925.51950,0
1759283100000,114345.40,114379.90,114316.30,114358.10,244.934,1759283399999,28008644.87830,5800,97.349,11131415.62760,0
1759283400000,114358.10,114444.00,114293.70,114443.90,199.857,1759283699999,22857274.72670,5054,110.414,12629394.74500,0
1759283700000,114444.00,114498.00,114443.90,114491.60,426.518,1759283999999,48828728.07390,6274,211.909,24259045.45060,0
1759284000000,114491.60,114494.00,114356.20,114465.50,286.949,1759284299999,32839326.21380,8156,110.632,12660903.02470,0
1759284300000,114465.40,114493.90,114387.30,114416.10,204.962,1759284599999,23458047.69440,5911,72.522,8300397.65230,0
1759284600000,114416.10,114473.70,114379.20,114418.20,152.768,1759284899999,17482262.53180,5192,63.745,7294738.84200,0
1759284900000,114418.20,114439.40,114354.80,114393.80,151.607,1759285199999,17344296.37440,5518,60.415,6911693.12380,0
1759285200000,114393.80,114409.10,114379.70,114399.30,110.063,1759285499999,12590499.76200,3407,42.313,4840269.60530,0
1759285500000,114399.20,114405.20,114367.50,114368.20,103.424,1759285799999,11830058.30090,3041,27.781,3177701.85740,0
1759285800000,114368.20,114373.60,114237.80,114369.50,229.503,1759286099999,26234179.20850,6988,77.612,8870983.57290,0
1759286100000,114369.50,114387.10,114343.00,114379.80,188.763,1759286399999,21587797.89560,3966,94.450,10801491.04930,0
1759286400000,114379.80,114379.90,114275.30,114275.30,175.753,1759286699999,20090077.12660,3856,37.089,4239501.30470,0
1759286700000,114275.40,114330.00,114249.30,114312.40,561.288,1759286999999,64160849.09840,5559,289.022,33039212.74950,0
1759287000000,114312.50,114324.00,114235.80,114295.80,235.543,1759287299999,26918206.92730,5647,88.746,10142130.52980,0
1759287300000,114295.80,114312.60,114218.90,114219.00,217.661,1759287599999,24868106.08110,4432,82.326,9405384.13290,0
1759287600000,114219.00,114226.40,114139.40,114185.50,327.307,1759287899999,37372764.68830,6214,163.493,18666667.69930,0
1759287900000,114185.50,114310.10,114184.10,114303.30,526.655,1759288199999,60175792.12650,6963,319.601,36516940.77650,0
1759288200000,114303.30,114387.80,114281.60,114387.80,314.741,1759288499999,35987603.32220,5519,217.601,24879913.35590,0
1759288500000,114387.80,114423.90,114354.50,114407.70,370.645,1759288799999,42399346.20510,7941,174.521,19962953.21080,0
1759288800000,114407.70,114455.50,114283.50,114411.90,591.161,1759289099999,67611757.81840,9210,397.049,45409652.19740,0
1759289100000,114412.00,114481.20,114343.20,114416.70,591.684,1759289399999,67707820.77430,9176,312.353,35736866.55630,0
1759289400000,114416.70,114471.50,114409.00,114460.00,413.012,1759289699999,47264714.51960,6347,205.664,23535855.62090,0
1759289700000,114460.10,114480.00,114375.50,114375.50,325.678,1759289999999,37269896.37960,5578,113.978,13042042.45580,0
1759290000000,114375.50,114375.60,114272.30,114272.40,496.960,1759290299999,56817450.18580,5069,123.830,14156016.78020,0
1759290300000,114272.40,114272.40,114084.40,114084.40,713.526,1759290599999,81467542.41700,9359,322.443,36817272.09130,0
1759290600000,114084.50,114187.70,114038.70,114117.70,722.172,1759290899999,82411938.55690,11015,333.742,38083050.26270,0
1759290900000,114117.60,114202.90,114111.50,114135.90,348.115,1759291199999,39739741.85230,6328,175.365,20019005.30300,0
1759291200000,114135.80,114327.40,114095.20,114249.90,521.325,1759291499999,59550301.89390,11024,316.041,36099100.60700,0
1759291500000,114249.90,114398.40,114249.90,114302.60,400.924,1759291799999,45837734.63890,7878,208.616,23849572.31430,0
1759291800000,114302.60,114319.80,114271.20,114284.80,136.583,1759292099999,15611029.74570,4704,59.307,6778205.61570,0
1759292100000,114284.80,114471.20,114284.80,114459.50,388.964,1759292399999,44500480.42770,7760,281.750,32234227.39830,0
1759292400000,114459.50,114475.00,114340.00,114399.90,369.581,1759292699999,42278435.68180,6872,193.510,22135775.13830,0
1759292700000,114400.00,114553.50,114399.90,114549.90,454.496,1759292999999,52027166.52790,7633,282.777,32372398.21390,0
1759293000000,114550.00,114669.00,114462.80,114462.80,970.894,1759293299999,111249675.70460,16223,538.011,61647678.76750,0
1759293300000,114462.80,114660.10,114450.00,114491.90,634.371,1759293599999,72678113.86080,11398,365.234,41848070.98080,0
1759293600000,114491.90,114561.50,114486.00,114503.30,291.720,1759293899999,33407612.19580,6423,127.602,14612389.88050,0
1759293900000,114503.30,114545.90,114458.20,114528.90,218.797,1759294199999,25052004.85910,5803,99.984,11448478.93910,0
1759294200000,114528.80,114528.90,114271.70,114288.90,648.299,1759294499999,74147564.24420,11765,148.007,16923410.23080,0
1759294500000,114289.00,114310.40,114184.40,114227.80,710.103,1759294799999,81122468.79800,10846,137.100,15661769.22300,0
1759294800000,114227.80,114305.00,114200.80,114253.80,713.288,1759295099999,81489487.67730,11680,288.975,33013262.50860,0
1759295100000,114253.90,114558.50,114253.80,114529.60,575.268,1759295399999,65822812.60450,10419,455.308,52093315.97970,0
1759295400000,114529.60,114700.00,114490.60,114552.50,918.028,1759295699999,105229931.97780,15866,510.264,58493458.11110,0
1759295700000,114552.50,114661.30,114527.90,114661.10,347.533,1759295999999,39821615.29700,8632,156.536,17936825.03920,0
1759296000000,114661.20,114661.20,114496.10,114503.50,347.995,1759296299999,39875368.97510,9105,101.833,11667363.83770,0
1759296300000,114503.50,114563.90,114471.70,114553.70,325.794,1759296599999,37313979.56030,7031,173.565,19877610.59170,0
1759296600000,114553.70,114576.60,114479.20,114573.70,237.653,1759296899999,27218944.76510,6700,107.240,12281918.71480,0
1759296900000,114573.70,114580.00,114510.20,114547.50,164.810,1759297199999,18877036.09530,4673,85.739,9819756.59030,0
1759297200000,114547.60,114568.50,114500.00,114511.90,220.163,1759297499999,25213185.03570,4628,91.767,10508301.35890,0
1759297500000,114512.00,114595.50,114498.90,114584.10,112.398,1759297799999,12872813.02450,4294,51.265,5871923.37470,0
1759297800000,114584.00,114584.20,114529.60,114559.30,109.389,1759298099999,12530485.36950,3790,51.186,5863344.76860,0
1759298100000,114559.20,114562.70,114453.70,114511.40,261.635,1759298399999,29959284.71920,6019,94.244,10791775.04380,0
1759298400000,114511.50,114528.90,114413.80,114454.90,293.459,1759298699999,33593378.14560,7991,92.087,10541166.55600,0
1759298700000,114454.90,114529.90,114415.10,114459.90,268.207,1759298999999,30703947.13310,7490,123.721,14163849.23830,0
1759299000000,114460.00,114503.90,114433.70,114503.10,129.421,1759299299999,14815366.26510,4105,71.921,8233638.02900,0
1759299300000,114503.10,114570.10,114413.70,114418.80,346.148,1759299599999,39630677.78320,8754,183.513,21010701.42770,0
1759299600000,114418.80,114418.80,114250.00,114378.10,472.624,1759299899999,54041417.31500,11775,190.049,21730017.05550,0
1759299900000,114378.00,114391.30,114301.00,114330.70,285.100,1759300199999,32600723.13020,8166,151.356,17306615.34980,0
1759300200000,114330.70,114371.50,114257.10,114320.60,270.867,1759300499999,30965445.66270,7153,144.017,16464423.49210,0
1759300500000,114320.70,114389.50,114306.40,114389.50,292.322,1759300799999,33426449.14090,6463,149.758,17124897.32020,0
1759300800000,114389.40,114491.80,114380.00,114457.30,316.017,1759301099999,36160255.57920,8399,206.393,23615538.28680,0
1759301100000,114457.30,114457.40,114220.00,114296.20,437.975,1759301399999,50066272.97040,11100,168.940,19307602.84660,0
1759301400000,114296.10,114296.20,114191.40,114191.70,365.637,1759301699999,41763371.37610,9215,145.828,16656353.98860,0
1759301700000,114191.80,114249.70,114170.00,114212.80,312.385,1759301999999,35676253.16640,7010,178.329,20365866.13200,0
1759302000000,114212.70,114352.20,114184.90,114328.00,297.743,1759302299999,34027128.67740,9442,176.265,20144183.52990,0
1759302300000,114328.00,114380.40,114272.30,114288.90,115.858,1759302599999,13244097.59320,6064,62.671,7164264.68240,0
1759302600000,114288.90,114340.90,114271.60,114312.20,87.491,1759302899999,10001043.43260,3872,46.062,5265069.38840,0
1759302900000,114312.10,114468.40,114306.00,114423.10,352.922,1759303199999,40375492.34020,9446,183.073,20941881.13500,0
1759303200000,114423.10,114446.00,114376.80,114415.10,188.116,1759303499999,21523116.97080,5632,81.669,9343317.54810,0
1759303500000,114415.20,114538.60,114415.10,114504.60,242.987,1759303799999,27818643.04370,6254,140.868,16127497.94260,0
1759303800000,114504.60,114534.30,114456.70,114492.80,191.265,1759304099999,21899884.75330,6388,85.627,9804147.62940,0
1759304100000,114492.80,114505.60,114386.70,114390.00,196.871,1759304399999,22532771.54690,5143,59.331,6790513.30410,0
1759304400000,114390.00,114493.10,114389.90,114470.40,153.926,1759304699999,17617171.64550,4508,89.012,10186672.11280,0
1759304700000,114470.40,114493.10,114442.70,114457.80,109.363,1759304999999,12518234.16840,3626,51.630,5909970.00620,0
1759305000000,114457.90,114471.50,114432.40,114467.70,168.547,1759305299999,19290327.89360,3380,105.453,12069015.69740,0
