open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1754006400000,172.1500,172.1900,171.8300,171.8500,82738.43,1754006699999,14232481.543900,9187,47964.25,8250141.886800,0
1754006700000,171.8600,172.0600,171.4800,171.6500,165854.36,1754006999999,28493459.950500,14242,64414.64,11067604.893500,0
1754007000000,171.6400,171.6700,170.5200,170.8900,360651.42,1754007299999,61665636.876020,33783,128783.60,22019598.906600,0
1754007300000,170.9000,171.7500,170.4600,171.7400,189280.22,1754007599999,32388174.532600,17719,108774.90,18623588.974700,0
1754007600000,171.7300,171.8800,171.5000,171.6700,94591.20,1754007899999,16240512.090700,10701,56401.06,9684232.982300,0
1754007900000,171.6600,171.6600,170.6200,171.0300,94955.59,1754008199999,16239000.142700,11693,54392.66,9301319.108200,0
1754008200000,171.0300,171.1800,170.3500,170.4200,94980.68,1754008499999,16216000.119900,12040,47759.92,8152899.577000,0
1754008500000,170.4100,171.1200,170.3200,171.1200,81132.17,1754008799999,13846031.627700,10632,46653.43,7963294.028800,0
1754008800000,171.1200,171.1500,169.7600,169.9600,215692.09,1754009099999,36704232.531540,21338,73412.45,12494561.578800,0
1754009100000,169.9500,170.0100,169.2000,169.2700,252692.07,1754009399999,42837143.716300,24186,87515.91,14838248.501500,0
1754009400000,169.2800,169.2900,167.2400,169.0100,1012768.04,1754009699999,170405389.643860,82504,415322.74,69873297.166300,0
1754009700000,169.0100,170.5000,169.0000,170.2400,306087.86,1754009999999,52005534.637340,30269,160179.25,27214955.570340,0
1754010000000,170.2500,170.7900,169.9000,170.2600,325319.95,1754010299999,55446058.751800,28836,187413.03,31941251.790000,0
1754010300000,170.2600,170.3700,169.0800,169.4700,209854.96,1754010599999,35609946.398800,20470,81968.45,13907326.014200,0
1754010600000,169.4700,169.5900,168.2400,168.4500,174636.59,1754010899999,29504701.026730,24788,74382.90,12567238.431800,0
1754010900000,168.4500,169.0000,167.8600,168.5300,210484.02,1754011199999,35472774.462100,24053,112121.65,18899402.414400,0
1754011200000,168.5400,169.7300,168.5000,169.5100,168445.99,1754011499999,28481358.546500,20952,104966.16,17748393.511500,0
1754011500000,169.5100,169.8800,169.1300,169.5700,108964.30,1754011799999,18473470.217700,14828,62163.07,10538559.315200,0
1754011800000,169.5700,169.7000,168.9000,169.4200,106545.32,1754012099999,18039380.149500,13917,51492.17,8718273.573500,0
1754012100000,169.4300,170.4000,169.3800,169.8400,202971.07,1754012399999,34520167.378840,22845,130484.32,22188621.443840,0
